Dataset Name,Observation Date,Series Display Name,Observation Value,Unit
Export Receipts by Commodities and Groups,31-Oct-23,............A) Basmati,71833.86,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............B) Others,184975.55,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......2 Fish & Fish Preparations,42344.49,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......3 Fruits,20076.17,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......4 Vegetablees/Leguminous Vegetable,21411.73,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......5 Tobacco,4959.62,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......7 Spices,6951.33,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,"......8 Oil Seeds, Nuts and Kernels",125175.52,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......9 Sugar,198.26,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......10 Meat and Meat Preparations,43814.3,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......11 All Other Food Items,109353.27,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,B. Textile Group,1455200.54,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......12 Raw Cotton,11587.06,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......13 Cotton Yarn,104334.65,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......14 Cotton Cloth,167061.64,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......15 Cotton Carded or Combed,94.85,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......16 Yarn Other than Cotton Yarn,3491.47,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......17 Knitwear,356980.25,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......18 Bed Wear,263966.31,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......19 Towels,83499.85,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,"......20 Tents,Canvas & Tarpaulin",9014,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......21 Readymade Garments,289887.11,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,"......22 Art,Silk & Synthetic Textile",27547.03,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......23 Madeup Articles(incl.Other Tex,61387.39,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......24 Other Textile Materials,76348.93,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,C. Petroleum Group,14748.23,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......26 Petroleum Products,14745.96,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......27 Solid Fuel including Naphtha,2.27,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,D. Other Manufacture,374160.81,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,"......28 Carpets,Rugs & Mats",6557.56,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......29 Sports Goods,39169.81,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............A) Footballs,21187.66,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............B) Gloves,6904.18,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............C) Others,11077.97,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......30 Leather Tanned,12161.23,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......31 Leather Manufactures,58221.94,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............A) Leather Garments,27749.09,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............B) Leather Gloves,27460.32,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............C) Other Leather Manufact,3012.53,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......32 Footwear,13264.63,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............A) Leather Footwear,10630.53,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............B) Canvas Footwear,103.06,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............C) Other Footwear,2531.04,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......33 Surgical Goods & Medical Instr.,43741.32,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......34 Cutlery,6233.53,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......35 Onyx Manufactured,393.73,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......36 Chemical & Pharmaceutical Prod,132188.04,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............A) Fertilizer Manufacture,13.2,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............B) Plastic Materials,37553.98,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............C) Pharmaceutical Product,16302.37,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............D) Other Chemicals,78318.49,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......37 Engineering Goods,22577.93,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............A) Electric Fans,1802.88,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............B) Transport Equipment,3249.22,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............C) Other Electrical Machi.,4655.65,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............D) Machi.nery Specialized,3148.3,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............E) Auto Parts,1630.41,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,............F) Other Machi.nery,8091.48,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......38 Gems,2366.46,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......39 Jewellary,349.61,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......40 Furniture,1085.69,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......41 Molasses,3019.67,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......42 Handicrafts,145.75,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......43 Cement,27795.87,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,......44 Guar and Guar Products,4888.02,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,E. All Others,268117.6,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,I. Total Export Receipts through Banks,2743321.28,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,II Freight on Export,47367.67,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,III Export Receipts Banks (fob),2695953.61,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,IV Other Exports,25085.74,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-23,. Total Export as per BOP,2721039.35,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,A. Food Group,491659.29,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......1 Rice,160931.02,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............A) Basmati,66902.8,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............B) Others,94028.22,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......2 Fish & Fish Preparations,30418.94,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......3 Fruits,22218.92,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......4 Vegetablees/Leguminous Vegetable,20556.14,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......5 Tobacco,6647.94,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......7 Spices,5810.52,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,"......8 Oil Seeds, Nuts and Kernels",96510.06,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......9 Sugar,74.79,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......10 Meat and Meat Preparations,41996.2,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......11 All Other Food Items,106494.77,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,B. Textile Group,1333548.98,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......12 Raw Cotton,3780.29,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......13 Cotton Yarn,97193.1,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......14 Cotton Cloth,155951.42,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......15 Cotton Carded or Combed,70.74,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......16 Yarn Other than Cotton Yarn,3579.31,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......17 Knitwear,344524.33,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......18 Bed Wear,232536.35,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......19 Towels,76875.48,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,"......20 Tents,Canvas & Tarpaulin",10358.74,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......21 Readymade Garments,261925.92,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,"......22 Art,Silk & Synthetic Textile",28370.4,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......23 Madeup Articles(incl.Other Tex,53976.57,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......24 Other Textile Materials,64406.34,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,C. Petroleum Group,28243.35,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......26 Petroleum Products,28235.36,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......27 Solid Fuel including Naphtha,7.99,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,D. Other Manufacture,321270.38,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,"......28 Carpets,Rugs & Mats",5112.52,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......29 Sports Goods,34926.75,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............A) Footballs,19062.34,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............B) Gloves,6439.54,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............C) Others,9424.87,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......30 Leather Tanned,12269.24,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......31 Leather Manufactures,48461.62,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............A) Leather Garments,22460,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............B) Leather Gloves,22326.39,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............C) Other Leather Manufact,3675.24,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......32 Footwear,15529.55,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............A) Leather Footwear,12676.63,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............B) Canvas Footwear,109.36,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............C) Other Footwear,2743.56,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......33 Surgical Goods & Medical Instr.,36400.46,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......34 Cutlery,5507.43,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......35 Onyx Manufactured,345.79,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......36 Chemical & Pharmaceutical Prod,115546.39,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............A) Fertilizer Manufacture,0,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............B) Plastic Materials,26390.45,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............C) Pharmaceutical Product,15740.97,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............D) Other Chemicals,73414.97,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......37 Engineering Goods,21609.14,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............A) Electric Fans,1855.84,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............B) Transport Equipment,1765.71,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............C) Other Electrical Machi.,5584.53,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............D) Machi.nery Specialized,2874.37,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............E) Auto Parts,1394.36,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,............F) Other Machi.nery,8134.32,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......38 Gems,423.39,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......39 Jewellary,297.87,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......40 Furniture,671.07,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......41 Molasses,34.33,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......42 Handicrafts,0,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......43 Cement,19480.88,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,......44 Guar and Guar Products,4653.96,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,E. All Others,216431.2,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,I. Total Export Receipts through Banks,2391153.19,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,II Freight on Export,45609.78,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,III Export Receipts Banks (fob),2345543.41,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,IV Other Exports,93408.01,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-23,. Total Export as per BOP,2438951.42,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,A. Food Group,393626.14,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,......1 Rice,126106.63,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,............A) Basmati,59295.4,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,............B) Others,66811.23,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,......2 Fish & Fish Preparations,24852.46,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,......3 Fruits,28475.19,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,......4 Vegetablees/Leguminous Vegetable,19967.6,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-23,......5 Tobacco,4212.95,Thousand USD
