Observation Date,Series Display Name,Observation Value,Unit
31-Jan-25,. Azerbaijan,0,Thousand USD
31-Jan-25,. Bahamas,0,Thousand USD
31-Jan-25,. Bahrain,17710.2703,Thousand USD
31-Jan-25,. Bangladesh,9222.117,Thousand USD
31-Jan-25,. Barbados,22.62,Thousand USD
31-Jan-25,. Belarus,154.6875,Thousand USD
31-Jan-25,. Belgium,17544.1001,Thousand USD
31-Jan-25,. Belize,0,Thousand USD
31-Jan-25,. Benin ( Dahomey ),3357.968,Thousand USD
31-Jan-25,. Bermuda,0,Thousand USD
31-Jan-25,. Bhutan,0,Thousand USD
31-Jan-25,. Bolivia,0,Thousand USD
31-Jan-25,. Bosnia Herzegovina,18.912,Thousand USD
31-Jan-25,. Botswana,0,Thousand USD
31-Jan-25,. Brazil,76942.0139,Thousand USD
31-Jan-25,. Brunei,131.765,Thousand USD
31-Jan-25,. Bulgaria,811.8921,Thousand USD
31-Jan-25,. Burkina Faso ( Upper Volta),0,Thousand USD
31-Jan-25,. Burundi,0,Thousand USD
31-Jan-25,. Cambodia Kampuchea,338.139,Thousand USD
31-Jan-25,. Cameroon,196.155,Thousand USD
31-Jan-25,. Canada,20048.118,Thousand USD
31-Jan-25,. Cape Verde,0,Thousand USD
31-Jan-25,. Cayman Islands,0,Thousand USD
31-Jan-25,. Central African Republic,0,Thousand USD
31-Jan-25,. Chad,0,Thousand USD
31-Jan-25,. Chile,866.41,Thousand USD
31-Jan-25,. China,1366156.573,Thousand USD
31-Jan-25,. Colombia,167.5967,Thousand USD
31-Jan-25,. Comoros,0,Thousand USD
31-Jan-25,. Congo,28067.2692,Thousand USD
31-Jan-25,. Costa Rica,545.689,Thousand USD
31-Jan-25,. Croatia,284.1487,Thousand USD
31-Jan-25,. Cuba,0,Thousand USD
31-Jan-25,. Cyprus,66.391,Thousand USD
31-Jan-25,. Czech Republic,2441.2448,Thousand USD
31-Jan-25,. Denmark,6005.4025,Thousand USD
31-Jan-25,. Djibouti,55.917,Thousand USD
31-Jan-25,. Dominica,0,Thousand USD
31-Jan-25,. Dominican Republic,17.8417,Thousand USD
31-Jan-25,. Ecuador,0,Thousand USD
31-Jan-25,. Egypt,6920.6994,Thousand USD
31-Jan-25,. El Salvador,0,Thousand USD
31-Jan-25,. Equatorial Guinea,0,Thousand USD
31-Jan-25,. Eritrea,0,Thousand USD
31-Jan-25,. Estonia,168.8687,Thousand USD
31-Jan-25,. Ethiopia,1233.9138,Thousand USD
31-Jan-25,. Faeroe Islands,0,Thousand USD
31-Jan-25,. Falkland Islands,0,Thousand USD
31-Jan-25,. Fiji,0,Thousand USD
31-Jan-25,. Finland,3267.9075,Thousand USD
31-Jan-25,. France,37130.7566,Thousand USD
31-Jan-25,. French Guinea,0,Thousand USD
31-Jan-25,. Gabon,113.0296,Thousand USD
31-Jan-25,. Gambia,0,Thousand USD
31-Jan-25,. Georgia,41.6909,Thousand USD
31-Jan-25,. Germany,88822.9216,Thousand USD
31-Jan-25,. Ghana,823.154,Thousand USD
31-Jan-25,. Gibraltar,0,Thousand USD
31-Jan-25,. Greece,7004.4092,Thousand USD
31-Jan-25,. Greenland,0,Thousand USD
31-Jan-25,. Grenada,0,Thousand USD
31-Jan-25,. Guadeloupe,0,Thousand USD
31-Jan-25,. Guam,0,Thousand USD
31-Jan-25,. Guatemala,246.1162,Thousand USD
31-Jan-25,. Guinea,4.84,Thousand USD
31-Jan-25,. Guinea-Bissau,0,Thousand USD
31-Jan-25,. Guyana,0,Thousand USD
31-Jan-25,. Haiti,0,Thousand USD
31-Jan-25,. Honduras,0,Thousand USD
31-Jan-25,. Hong Kong,60815.4883,Thousand USD
31-Jan-25,. Hungary,2263.2467,Thousand USD
31-Jan-25,. Iceland,0,Thousand USD
31-Jan-25,. India,23363.215,Thousand USD
31-Jan-25,. Indonesia,301342.1087,Thousand USD
31-Jan-25,. Iran,0,Thousand USD
31-Jan-25,. Iraq,13311.1366,Thousand USD
31-Jan-25,. Ireland,2316.3473,Thousand USD
31-Jan-25,. Italy,64740.2681,Thousand USD
31-Jan-25,. Ivory Coast,3496.216,Thousand USD
31-Jan-25,. Jamaica,0,Thousand USD
31-Jan-25,. Japan,94619.99033,Thousand USD
31-Jan-25,. Jordan,1182.028,Thousand USD
31-Jan-25,. Kazakhstan,0,Thousand USD
31-Jan-25,. Kenya,42412.412,Thousand USD
31-Jan-25,. Kiribati,0,Thousand USD
31-Jan-25,. Kuwait,197958.76,Thousand USD
31-Jan-25,. Kyrgyzstan,21.199,Thousand USD
31-Jan-25,. Laos,0,Thousand USD
31-Jan-25,. Latvia,400.8377,Thousand USD
31-Jan-25,. Lebanon,226.748,Thousand USD
31-Jan-25,. Leeward Islands,0,Thousand USD
31-Jan-25,. Lesotho,0,Thousand USD
31-Jan-25,. Liberia,1115.963,Thousand USD
31-Jan-25,. Libya,0,Thousand USD
31-Jan-25,. Lithuania,843.3649,Thousand USD
31-Jan-25,. Luxembourg,905.4731,Thousand USD
31-Jan-25,. Macao,0,Thousand USD
31-Jan-25,. Macedonia,0,Thousand USD
31-Jan-25,. Madagascar,104.0731,Thousand USD
31-Jan-25,. Malawi,27.3917,Thousand USD
31-Jan-25,. Malaysia,88905.4753,Thousand USD
31-Jan-25,. Maldives,0,Thousand USD
31-Jan-25,. Mali,0,Thousand USD
31-Jan-25,. Malta,104.968,Thousand USD
31-Jan-25,. Martinique,0,Thousand USD
31-Jan-25,. Mauritania,0,Thousand USD
31-Jan-25,. Mauritius,1017.698,Thousand USD
31-Jan-25,. Mexico,5135.0773,Thousand USD
31-Jan-25,. Moldova,0,Thousand USD
31-Jan-25,. Mongolia,36.96,Thousand USD
31-Jan-25,. Montserrat,0,Thousand USD
31-Jan-25,. Morocco,61276.4801,Thousand USD
31-Jan-25,. Mozambique,996.3049,Thousand USD
31-Jan-25,. Myanmar,173.817,Thousand USD
31-Jan-25,. Namibia,0,Thousand USD
31-Jan-25,. Nauru,0,Thousand USD
31-Jan-25,. Nepal,265.854,Thousand USD
31-Jan-25,. Netherlands (Holland),42233.4495,Thousand USD
31-Jan-25,. Netherlands Antilles,0,Thousand USD
31-Jan-25,. New Caledonia,0,Thousand USD
31-Jan-25,. New Zealand,708.061,Thousand USD
31-Jan-25,. Nicaragua,3.165,Thousand USD
31-Jan-25,. Niger,8.4388,Thousand USD
31-Jan-25,. Nigeria,29509.5674,Thousand USD
31-Jan-25,. North Korea,0,Thousand USD
31-Jan-25,. Norway,2264.99,Thousand USD
31-Jan-25,. Oman,112175.3395,Thousand USD
31-Jan-25,. Panama Inc. Canal Zone,9,Thousand USD
31-Jan-25,. Papua New Guinea,0,Thousand USD
31-Jan-25,. Paraguay,138.25,Thousand USD
31-Jan-25,. Peru,163.308,Thousand USD
31-Jan-25,. Philippines,772.5245,Thousand USD
31-Jan-25,. Poland,6511.6657,Thousand USD
31-Jan-25,. Polynesia,0,Thousand USD
31-Jan-25,. Portugal,1300.3204,Thousand USD
31-Jan-25,. Qatar,415129.3761,Thousand USD
31-Jan-25,. Reunion Island,0,Thousand USD
31-Jan-25,. Romania,1449.3406,Thousand USD
31-Jan-25,. Russian Federation,7165.4852,Thousand USD
31-Jan-25,. Rwanda,368.856,Thousand USD
31-Jan-25,. Sao Tome & Principe,0,Thousand USD
31-Jan-25,. Saudi Arabia,364696.4531,Thousand USD
31-Jan-25,. Senegal,0,Thousand USD
31-Jan-25,. Serbia,23.7852,Thousand USD
31-Jan-25,. Seychelles,57.029,Thousand USD
31-Jan-25,. Sierra Leone,0,Thousand USD
31-Jan-25,. Singapore,237242.2923,Thousand USD
31-Jan-25,. Slovak Republic,390.5174,Thousand USD
31-Jan-25,. Slovenia,71.4871,Thousand USD
31-Jan-25,. Solomon Islands,0,Thousand USD
31-Jan-25,. Somalia,190.701,Thousand USD
31-Jan-25,. South Africa,14420.94,Thousand USD
31-Jan-25,. South Korea,87502.0518,Thousand USD
31-Jan-25,. Spain,18178.3811,Thousand USD
31-Jan-25,. Sri Lanka,4905.996,Thousand USD
31-Jan-25,. St. Helena,0,Thousand USD
31-Jan-25,. St. Kitts-Nevis,0,Thousand USD
31-Jan-25,. St. Lucia,0,Thousand USD
31-Jan-25,. St. Pierre & Miquelon,0,Thousand USD
31-Jan-25,. St. Vincent,0,Thousand USD
31-Jan-25,. Sudan,848.9528,Thousand USD
31-Jan-25,. Suriname,0,Thousand USD
31-Jan-25,. Swaziland,2595.8714,Thousand USD
31-Jan-25,. Sweden,13831.268,Thousand USD
31-Jan-25,. Switzerland,28824.4783,Thousand USD
31-Jan-25,. Syrian Arab Republic,0,Thousand USD
31-Jan-25,. Tajikistan,1353.271,Thousand USD
31-Jan-25,. Tanzania,10601.719,Thousand USD
31-Jan-25,. Thailand,84163.9738,Thousand USD
31-Jan-25,. Timor-Leste,0,Thousand USD
31-Jan-25,. Togo,2808.034,Thousand USD
31-Jan-25,. Tonga,0,Thousand USD
31-Jan-25,. Trinidad and Tobago,0,Thousand USD
31-Jan-25,. Tunisia,122.8893,Thousand USD
31-Jan-25,. Turkey,69057.2321,Thousand USD
31-Jan-25,. Turkmenistan,2608.684,Thousand USD
31-Jan-25,. Tuvalu,0,Thousand USD
31-Jan-25,. U. A. E. Abu Dhabi,77060.02154,Thousand USD
31-Jan-25,. U. A. E. Ajman,774.7402,Thousand USD
31-Jan-25,. U. A. E. Dubai,555689.4223,Thousand USD
31-Jan-25,. U. A. E. Fujairah,26232.798,Thousand USD
31-Jan-25,. U. A. E. Ras Al Khaimah,28734.8682,Thousand USD
31-Jan-25,. U. A. E. Sharjah,2784.9478,Thousand USD
31-Jan-25,. U. A. E. Ummal Quwain,0,Thousand USD
31-Jan-25,. U. K.,48590.886,Thousand USD
31-Jan-25,. U. S. A.,188310.2906,Thousand USD
31-Jan-25,. Uganda,366.947,Thousand USD
31-Jan-25,. Ukraine,15605.547,Thousand USD
31-Jan-25,. Upper Volta,0,Thousand USD
31-Jan-25,. Uruguay,1649.386,Thousand USD
31-Jan-25,. Uzbekistan,7502.8263,Thousand USD
31-Jan-25,. Vanuatu,0,Thousand USD
31-Jan-25,. Venezuela,110.9665,Thousand USD
31-Jan-25,. Viet Nam,31898.153,Thousand USD
31-Jan-25,. Virgin Islands,21.647,Thousand USD
31-Jan-25,. Western Samoa,662,Thousand USD
31-Jan-25,. Windward Islands,0,Thousand USD
31-Jan-25,. Yemen Arab Republic,68.872,Thousand USD
31-Jan-25,. Zaire,0,Thousand USD
31-Jan-25,. Zambia,2168.964,Thousand USD
31-Jan-25,. Zimbabwe,152.4,Thousand USD
31-Jan-25,. Other Countries,14851.8038,Thousand USD
31-Jan-25,I. Imports Payments Through Banks,5373608.843,Thousand USD
31-Jan-25,II. Freight & Insurance,155834.6565,Thousand USD
31-Jan-25,III. Imports Payments Banks (fob) (II-III),5217774.187,Thousand USD
31-Jan-25,IV. Other Imports,263175.9897,Thousand USD
31-Jan-25,V. Total Imports as Per BOP (II+V),5480950.177,Thousand USD
31-Dec-24,. Afghanistan,1466.3717,Thousand USD
31-Dec-24,. Albania,0,Thousand USD
31-Dec-24,. Algeria,20.07,Thousand USD
31-Dec-24,. American Samoa,873.896,Thousand USD
31-Dec-24,. Andorra,0,Thousand USD
31-Dec-24,. Angola,0,Thousand USD
31-Dec-24,. Antigua & Barbuda,329.5493,Thousand USD
31-Dec-24,. Argentina,42244.329,Thousand USD
31-Dec-24,. Armenia,18.575,Thousand USD
31-Dec-24,. Aruba,340.185,Thousand USD
31-Dec-24,. Australia,69483.6199,Thousand USD
31-Dec-24,. Austria,9386.9997,Thousand USD
31-Dec-24,. Azerbaijan,0,Thousand USD
31-Dec-24,. Bahamas,196.308,Thousand USD
31-Dec-24,. Bahrain,5857.4699,Thousand USD
31-Dec-24,. Bangladesh,9084.973,Thousand USD
31-Dec-24,. Barbados,34.3471,Thousand USD
31-Dec-24,. Belarus,284.3757,Thousand USD
31-Dec-24,. Belgium,16613.4099,Thousand USD
31-Dec-24,. Belize,30.126,Thousand USD
31-Dec-24,. Benin ( Dahomey ),5436.2709,Thousand USD
31-Dec-24,. Bermuda,0,Thousand USD
31-Dec-24,. Bhutan,0,Thousand USD
31-Dec-24,. Bolivia,0,Thousand USD
31-Dec-24,. Bosnia Herzegovina,2.804,Thousand USD
31-Dec-24,. Botswana,0,Thousand USD
31-Dec-24,. Brazil,66552.2549,Thousand USD
31-Dec-24,. Brunei,0,Thousand USD
31-Dec-24,. Bulgaria,765.3208,Thousand USD
31-Dec-24,. Burkina Faso ( Upper Volta),0,Thousand USD
31-Dec-24,. Burundi,57.042,Thousand USD
31-Dec-24,. Cambodia Kampuchea,183.471,Thousand USD
31-Dec-24,. Cameroon,185.4559,Thousand USD
31-Dec-24,. Canada,20193.5151,Thousand USD
31-Dec-24,. Cape Verde,0,Thousand USD
31-Dec-24,. Cayman Islands,0,Thousand USD
31-Dec-24,. Central African Republic,0,Thousand USD
31-Dec-24,. Chad,0,Thousand USD
31-Dec-24,. Chile,1847.786,Thousand USD
31-Dec-24,. China,1265329.334,Thousand USD
31-Dec-24,. Colombia,57.343,Thousand USD
31-Dec-24,. Comoros,0,Thousand USD
31-Dec-24,. Congo,3891.665,Thousand USD
31-Dec-24,. Costa Rica,2263.927,Thousand USD
31-Dec-24,. Croatia,3751.3246,Thousand USD
31-Dec-24,. Cuba,0,Thousand USD
31-Dec-24,. Cyprus,84.974,Thousand USD
31-Dec-24,. Czech Republic,1036.6409,Thousand USD
31-Dec-24,. Denmark,6242.6062,Thousand USD
31-Dec-24,. Djibouti,838.496,Thousand USD
31-Dec-24,. Dominica,14.638,Thousand USD
31-Dec-24,. Dominican Republic,386.9491,Thousand USD
31-Dec-24,. Ecuador,0,Thousand USD
31-Dec-24,. Egypt,4099.3599,Thousand USD
31-Dec-24,. El Salvador,0,Thousand USD
31-Dec-24,. Equatorial Guinea,0,Thousand USD
31-Dec-24,. Eritrea,0,Thousand USD
31-Dec-24,. Estonia,126.7821,Thousand USD
31-Dec-24,. Ethiopia,3004.321,Thousand USD
31-Dec-24,. Faeroe Islands,0,Thousand USD
31-Dec-24,. Falkland Islands,0,Thousand USD
31-Dec-24,. Fiji,0,Thousand USD
31-Dec-24,. Finland,2939.6046,Thousand USD
31-Dec-24,. France,16898.2879,Thousand USD
31-Dec-24,. French Guinea,34.8224,Thousand USD
31-Dec-24,. Gabon,3.575,Thousand USD
31-Dec-24,. Gambia,0,Thousand USD
31-Dec-24,. Georgia,171.6775,Thousand USD
31-Dec-24,. Germany,67928.4163,Thousand USD
31-Dec-24,. Ghana,847.87,Thousand USD
31-Dec-24,. Gibraltar,0,Thousand USD
31-Dec-24,. Greece,12195.1425,Thousand USD
31-Dec-24,. Greenland,0,Thousand USD
31-Dec-24,. Grenada,313.125,Thousand USD
31-Dec-24,. Guadeloupe,11.76,Thousand USD
31-Dec-24,. Guam,0,Thousand USD
31-Dec-24,. Guatemala,119.982,Thousand USD
31-Dec-24,. Guinea,0,Thousand USD
31-Dec-24,. Guinea-Bissau,0,Thousand USD
31-Dec-24,. Guyana,0,Thousand USD
31-Dec-24,. Haiti,0,Thousand USD
31-Dec-24,. Honduras,24.7224,Thousand USD
31-Dec-24,. Hong Kong,59885.221,Thousand USD
31-Dec-24,. Hungary,1366.6251,Thousand USD
31-Dec-24,. Iceland,0,Thousand USD
31-Dec-24,. India,17206.2289,Thousand USD
31-Dec-24,. Indonesia,254412.1172,Thousand USD
31-Dec-24,. Iran,0,Thousand USD
31-Dec-24,. Iraq,12660.348,Thousand USD
31-Dec-24,. Ireland,3872.8558,Thousand USD
31-Dec-24,. Italy,32386.7352,Thousand USD
31-Dec-24,. Ivory Coast,8417.867,Thousand USD
31-Dec-24,. Jamaica,40.0754,Thousand USD
31-Dec-24,. Japan,76538.7957,Thousand USD
31-Dec-24,. Jordan,843.316,Thousand USD
31-Dec-24,. Kazakhstan,41827.2755,Thousand USD
31-Dec-24,. Kenya,45467.742,Thousand USD
31-Dec-24,. Kiribati,0,Thousand USD
31-Dec-24,. Kuwait,116517.667,Thousand USD
31-Dec-24,. Kyrgyzstan,20.5573,Thousand USD
31-Dec-24,. Laos,0,Thousand USD
31-Dec-24,. Latvia,319.0675,Thousand USD
31-Dec-24,. Lebanon,111.8,Thousand USD
31-Dec-24,. Leeward Islands,0,Thousand USD
31-Dec-24,. Lesotho,0,Thousand USD
31-Dec-24,. Liberia,78.624,Thousand USD
31-Dec-24,. Libya,0,Thousand USD
31-Dec-24,. Lithuania,675.5383,Thousand USD
31-Dec-24,. Luxembourg,42.008,Thousand USD
31-Dec-24,. Macao,0,Thousand USD
31-Dec-24,. Macedonia,0,Thousand USD
31-Dec-24,. Madagascar,400.202,Thousand USD
31-Dec-24,. Malawi,24.0636,Thousand USD
31-Dec-24,. Malaysia,77228.5387,Thousand USD
31-Dec-24,. Maldives,0,Thousand USD
31-Dec-24,. Mali,0,Thousand USD
31-Dec-24,. Malta,171.9324,Thousand USD
31-Dec-24,. Martinique,0,Thousand USD
31-Dec-24,. Mauritania,0,Thousand USD
31-Dec-24,. Mauritius,1903.032,Thousand USD
31-Dec-24,. Mexico,10136.226,Thousand USD
31-Dec-24,. Moldova,0,Thousand USD
31-Dec-24,. Mongolia,0,Thousand USD
31-Dec-24,. Montserrat,0,Thousand USD
31-Dec-24,. Morocco,49741.581,Thousand USD
31-Dec-24,. Mozambique,2946.4111,Thousand USD
31-Dec-24,. Myanmar,445,Thousand USD
31-Dec-24,. Namibia,0,Thousand USD
31-Dec-24,. Nauru,0,Thousand USD
31-Dec-24,. Nepal,93.7622,Thousand USD
31-Dec-24,. Netherlands (Holland),35056.5203,Thousand USD
31-Dec-24,. Netherlands Antilles,0,Thousand USD
31-Dec-24,. New Caledonia,0,Thousand USD
31-Dec-24,. New Zealand,1496.0721,Thousand USD
31-Dec-24,. Nicaragua,0,Thousand USD
31-Dec-24,. Niger,0,Thousand USD
31-Dec-24,. Nigeria,31367.3518,Thousand USD
31-Dec-24,. North Korea,0,Thousand USD
31-Dec-24,. Norway,3573.741,Thousand USD
31-Dec-24,. Oman,158835.2728,Thousand USD
31-Dec-24,. Panama Inc. Canal Zone,0,Thousand USD
31-Dec-24,. Papua New Guinea,0,Thousand USD
31-Dec-24,. Paraguay,21.0466,Thousand USD
31-Dec-24,. Peru,461.232,Thousand USD
31-Dec-24,. Philippines,1017.5012,Thousand USD
31-Dec-24,. Poland,5558.9584,Thousand USD
31-Dec-24,. Polynesia,0,Thousand USD
31-Dec-24,. Portugal,1787.7081,Thousand USD
31-Dec-24,. Qatar,266086.6225,Thousand USD
31-Dec-24,. Reunion Island,0,Thousand USD
31-Dec-24,. Romania,1331.7319,Thousand USD
31-Dec-24,. Russian Federation,6915.6314,Thousand USD
31-Dec-24,. Rwanda,66.6118,Thousand USD
31-Dec-24,. Sao Tome & Principe,0,Thousand USD
31-Dec-24,. Saudi Arabia,310522.5822,Thousand USD
31-Dec-24,. Senegal,67.776,Thousand USD
31-Dec-24,. Serbia,188.8575,Thousand USD
31-Dec-24,. Seychelles,133.348,Thousand USD
31-Dec-24,. Sierra Leone,0,Thousand USD
31-Dec-24,. Singapore,218494.5619,Thousand USD
31-Dec-24,. Slovak Republic,106.8521,Thousand USD
31-Dec-24,. Slovenia,689.9198,Thousand USD
31-Dec-24,. Solomon Islands,0,Thousand USD
31-Dec-24,. Somalia,59.162,Thousand USD
31-Dec-24,. South Africa,44542.0561,Thousand USD
31-Dec-24,. South Korea,68479.613,Thousand USD
31-Dec-24,. Spain,17219.7869,Thousand USD
31-Dec-24,. Sri Lanka,3904.2936,Thousand USD
31-Dec-24,. St. Helena,0,Thousand USD
31-Dec-24,. St. Kitts-Nevis,0,Thousand USD
31-Dec-24,. St. Lucia,0,Thousand USD
31-Dec-24,. St. Pierre & Miquelon,0,Thousand USD
31-Dec-24,. St. Vincent,0,Thousand USD
31-Dec-24,. Sudan,710.0642,Thousand USD
31-Dec-24,. Suriname,0,Thousand USD
31-Dec-24,. Swaziland,317.7611,Thousand USD
31-Dec-24,. Sweden,12970.233,Thousand USD
31-Dec-24,. Switzerland,33018.6162,Thousand USD
31-Dec-24,. Syrian Arab Republic,0,Thousand USD
31-Dec-24,. Tajikistan,2142.385,Thousand USD
31-Dec-24,. Tanzania,22826.176,Thousand USD
31-Dec-24,. Thailand,68316.8824,Thousand USD
31-Dec-24,. Timor-Leste,0,Thousand USD
31-Dec-24,. Togo,763.047,Thousand USD
31-Dec-24,. Tonga,0,Thousand USD
31-Dec-24,. Trinidad and Tobago,0,Thousand USD
31-Dec-24,. Tunisia,3.8168,Thousand USD
31-Dec-24,. Turkey,53399.6176,Thousand USD
31-Dec-24,. Turkmenistan,920.424,Thousand USD
31-Dec-24,. Tuvalu,0,Thousand USD
31-Dec-24,. U. A. E. Abu Dhabi,65398.8431,Thousand USD
31-Dec-24,. U. A. E. Ajman,212.712,Thousand USD
31-Dec-24,. U. A. E. Dubai,518721.1521,Thousand USD
31-Dec-24,. U. A. E. Fujairah,6379.0989,Thousand USD
31-Dec-24,. U. A. E. Ras Al Khaimah,87.09,Thousand USD
31-Dec-24,. U. A. E. Sharjah,2460.0455,Thousand USD
31-Dec-24,. U. A. E. Ummal Quwain,0,Thousand USD
31-Dec-24,. U. K.,48991.7729,Thousand USD
31-Dec-24,. U. S. A.,185170.0351,Thousand USD
31-Dec-24,. Uganda,65.4,Thousand USD
31-Dec-24,. Ukraine,68856.1334,Thousand USD
31-Dec-24,. Upper Volta,0,Thousand USD
31-Dec-24,. Uruguay,1097.899,Thousand USD
31-Dec-24,. Uzbekistan,9710.2119,Thousand USD
31-Dec-24,. Vanuatu,0,Thousand USD
31-Dec-24,. Venezuela,152.88,Thousand USD
31-Dec-24,. Viet Nam,32541.4223,Thousand USD
31-Dec-24,. Virgin Islands,2.205,Thousand USD
31-Dec-24,. Western Samoa,474,Thousand USD
31-Dec-24,. Windward Islands,0,Thousand USD
31-Dec-24,. Yemen Arab Republic,19.8,Thousand USD
31-Dec-24,. Zaire,0,Thousand USD
31-Dec-24,. Zambia,889.978,Thousand USD
31-Dec-24,. Zimbabwe,35.7,Thousand USD
31-Dec-24,. Other Countries,12383.296,Thousand USD
31-Dec-24,I. Imports Payments Through Banks,4786910.596,Thousand USD
31-Dec-24,II. Freight & Insurance,128289.204,Thousand USD
31-Dec-24,III. Imports Payments Banks (fob) (II-III),4658621.392,Thousand USD
31-Dec-24,IV. Other Imports,232381.3144,Thousand USD
31-Dec-24,V. Total Imports as Per BOP (II+V),4891002.706,Thousand USD
30-Nov-24,. Afghanistan,1353.5121,Thousand USD
30-Nov-24,. Albania,0,Thousand USD
30-Nov-24,. Algeria,0,Thousand USD
30-Nov-24,. American Samoa,27.489,Thousand USD
30-Nov-24,. Andorra,0,Thousand USD
30-Nov-24,. Angola,0,Thousand USD
30-Nov-24,. Antigua & Barbuda,25.323,Thousand USD
30-Nov-24,. Argentina,29804.8486,Thousand USD
30-Nov-24,. Armenia,15,Thousand USD
30-Nov-24,. Aruba,0,Thousand USD
30-Nov-24,. Australia,40068.0705,Thousand USD
30-Nov-24,. Austria,7924.5042,Thousand USD
30-Nov-24,. Azerbaijan,0,Thousand USD
30-Nov-24,. Bahamas,0,Thousand USD
30-Nov-24,. Bahrain,3313.6265,Thousand USD
30-Nov-24,. Bangladesh,5544.521,Thousand USD
30-Nov-24,. Barbados,0,Thousand USD
30-Nov-24,. Belarus,2420.7244,Thousand USD
30-Nov-24,. Belgium,15711.0806,Thousand USD
30-Nov-24,. Belize,0,Thousand USD
30-Nov-24,. Benin ( Dahomey ),6605.403,Thousand USD
30-Nov-24,. Bermuda,0,Thousand USD
30-Nov-24,. Bhutan,0,Thousand USD
30-Nov-24,. Bolivia,0,Thousand USD
30-Nov-24,. Bosnia Herzegovina,18.585,Thousand USD
30-Nov-24,. Botswana,0,Thousand USD
30-Nov-24,. Brazil,64520.1954,Thousand USD
30-Nov-24,. Brunei,45.36,Thousand USD
30-Nov-24,. Bulgaria,3824.2888,Thousand USD
30-Nov-24,. Burkina Faso ( Upper Volta),1508.011,Thousand USD
30-Nov-24,. Burundi,0,Thousand USD
30-Nov-24,. Cambodia Kampuchea,398.599,Thousand USD
30-Nov-24,. Cameroon,23.1774,Thousand USD
30-Nov-24,. Canada,22424.6848,Thousand USD
30-Nov-24,. Cape Verde,0,Thousand USD
30-Nov-24,. Cayman Islands,0,Thousand USD
30-Nov-24,. Central African Republic,0,Thousand USD
30-Nov-24,. Chad,0,Thousand USD
30-Nov-24,. Chile,2508.209,Thousand USD
30-Nov-24,. China,1179161.685,Thousand USD
30-Nov-24,. Colombia,327.082,Thousand USD
30-Nov-24,. Comoros,0,Thousand USD
30-Nov-24,. Congo,450.7944,Thousand USD
30-Nov-24,. Costa Rica,1397.505,Thousand USD
30-Nov-24,. Croatia,879.601,Thousand USD
30-Nov-24,. Cuba,0,Thousand USD
30-Nov-24,. Cyprus,147.6472,Thousand USD
30-Nov-24,. Czech Republic,1450.6838,Thousand USD
30-Nov-24,. Denmark,5522.1303,Thousand USD
30-Nov-24,. Djibouti,29.2,Thousand USD
30-Nov-24,. Dominica,6,Thousand USD
30-Nov-24,. Dominican Republic,165.1323,Thousand USD
30-Nov-24,. Ecuador,6.195,Thousand USD
30-Nov-24,. Egypt,8688.9257,Thousand USD
30-Nov-24,. El Salvador,0,Thousand USD
30-Nov-24,. Equatorial Guinea,0,Thousand USD
30-Nov-24,. Eritrea,0,Thousand USD
30-Nov-24,. Estonia,125.0857,Thousand USD
30-Nov-24,. Ethiopia,4077.4614,Thousand USD
30-Nov-24,. Faeroe Islands,0,Thousand USD
30-Nov-24,. Falkland Islands,0,Thousand USD
30-Nov-24,. Fiji,0,Thousand USD
30-Nov-24,. Finland,3416.3471,Thousand USD
30-Nov-24,. France,19237.5235,Thousand USD
30-Nov-24,. French Guinea,0,Thousand USD
30-Nov-24,. Gabon,69.8737,Thousand USD
30-Nov-24,. Gambia,0,Thousand USD
30-Nov-24,. Georgia,252.764,Thousand USD
30-Nov-24,. Germany,55894.1679,Thousand USD
30-Nov-24,. Ghana,79.159,Thousand USD
30-Nov-24,. Gibraltar,0,Thousand USD
30-Nov-24,. Greece,2547.9758,Thousand USD
30-Nov-24,. Greenland,0,Thousand USD
30-Nov-24,. Grenada,0,Thousand USD
30-Nov-24,. Guadeloupe,0,Thousand USD
30-Nov-24,. Guam,0,Thousand USD
30-Nov-24,. Guatemala,769.129,Thousand USD
30-Nov-24,. Guinea,0,Thousand USD
30-Nov-24,. Guinea-Bissau,0,Thousand USD
30-Nov-24,. Guyana,25.933,Thousand USD
30-Nov-24,. Haiti,0,Thousand USD
30-Nov-24,. Honduras,444.534,Thousand USD
30-Nov-24,. Hong Kong,51186.3003,Thousand USD
30-Nov-24,. Hungary,778.5257,Thousand USD
30-Nov-24,. Iceland,0,Thousand USD
30-Nov-24,. India,18504.2457,Thousand USD
30-Nov-24,. Indonesia,210800.7101,Thousand USD
30-Nov-24,. Iran,0,Thousand USD
30-Nov-24,. Iraq,8951.9956,Thousand USD
30-Nov-24,. Ireland,3821.8428,Thousand USD
30-Nov-24,. Italy,63245.1271,Thousand USD
30-Nov-24,. Ivory Coast,4045.826,Thousand USD
30-Nov-24,. Jamaica,22.617,Thousand USD
30-Nov-24,. Japan,81577.0656,Thousand USD
30-Nov-24,. Jordan,913.8716,Thousand USD
30-Nov-24,. Kazakhstan,30625.7695,Thousand USD
30-Nov-24,. Kenya,38381.3703,Thousand USD
30-Nov-24,. Kiribati,0,Thousand USD
30-Nov-24,. Kuwait,58902.048,Thousand USD
30-Nov-24,. Kyrgyzstan,40.247,Thousand USD
30-Nov-24,. Laos,0,Thousand USD
